2,99774.7973254914,0.0061254
3,163796.663078222,0.0061254
4,74948.930099688,0.013533
5,57783.4189632423,0.0150375
6,53379.5971041646,0.0180426
7,66808.0415913352,0.0202287
8,42317.6709381528,0.0222293
9,31676.3256395014,0.0257415
10,29911.6416367347,0.0277417
11,35116.025508941,0.0346223
12,22829.8068601558,0.0346223
13,21483.0209210164,0.0346223
14,21401.4829562827,0.0346223
15,23145.7964582078,0.0448034
16,15253.7048830108,0.046327
17,14729.9862926827,0.054834
18,15261.0779535902,0.054834
19,12528.6506822762,0.0595587
20,10600.6846483226,0.0645901
21,10828.814733125,0.0645901
22,7860.67349572822,0.0645901
23,6615.52403546859,0.0645901
24,5733.17375489331,0.0761855
25,5310.25303526987,0.0761855
26,4853.23588422696,0.0761855
27,4609.79675428958,0.0846988
28,4306.4232484778,0.0846988
29,4133.54913566052,0.0846988
30,3903.0545936298,0.0945898
31,3765.48960643375,0.0945898
32,3576.45222450857,0.0945898
33,3458.91955936208,0.0945898
34,3296.51413481818,0.1049069
35,3191.22706156265,0.1074476
36,3047.37806117916,0.1074476
37,2950.01103034468,0.1074476
38,2819.85018072253,0.1149542
39,2727.90377875666,0.1189733
40,2608.2968151092,0.1189733
41,2520.31798712702,0.1249984
42,2409.16927945539,0.1249984
43,2324.33807208234,0.1349565
44,2220.22374918963,0.1349565
45,2138.11844657412,0.1450345
46,2040.07336927045,0.1450345
47,1960.52986758337,0.1450345
48,1867.91348608292,0.1450345
49,1790.93701939414,0.1555768
50,1703.34282573842,0.1555768
51,1629.04963770408,0.1555768
52,1546.24017643024,0.1645812
53,1474.81660144668,0.1645812
54,1396.67420828214,0.1713367
55,1328.34601018766,0.1748439
56,1254.8337217463,0.1748439
57,1189.84166016958,0.1748439
58,1120.97115559709,0.1748439
59,1059.55064664562,0.1846828
60,995.355536343762,0.1871999
61,937.719451555962,0.1871999
62,878.233119445861,0.1871999
63,824.557479121469,0.194706
64,769.795204161522,0.194706
65,720.207902794872,0.194706
66,670.153234554035,0.194706
67,624.726068995103,0.2048576
68,579.321479500148,0.2048576
69,538.065698686884,0.2048576
70,497.207438288523,0.2048576
71,460.072858539112,0.2048576
